"CODIGO_TUSS";"Termo_TUSS";"Grau_Equivalencia";"CODIGO_SUS";"PROCEDIMENTO_SUS"
"40812111";"Esplenoportografia percutânea";"2";"210010169";"ESPLENOPORTOGRAFIA"
"40812120";"Linfangioadenografia unilateral";"1";"210010193";"LINFANGIOADENOGRAFIA"
"40813240";"Colocação de filtro de VCI para prevenção de TEP";"2";"406040141";"COLOCACAO PERCUTANEA DE FILTRO DE VEIA CAVA (NA TROMBOSE VENOSA PERIFERICA E EMBOLIA PULMONAR)"
"40813371";"Dilatação percutânea de estenose biliar cicatricial";"2";"407030093";"DILATACAO PERCUTANEA DE ESTENOSES E ANASTOMOSES BILIARES"
"40813380";"Dilatação percutânea de estenose de conduto urinário";"2";"309030056";"DILATACAO DE URETRA (POR SESSAO)"
"40813509";"Drenagem percutânea de abscesso renal";"2";"409010138";"DRENAGEM DE ABSCESSO RENAL / PERI-RENAL"
"40813576";"Embolização de fístula arteriovenosa em cabeça, pescoço ou coluna - por vaso";"2";"403070082";"EMBOLIZAÇÃO DE FISTULA ARTERIO-VENOSA DA CABEÇA E PESCOÇO"
"40813584";"Embolização para tratamento de epistaxe";"2";"406040290";"TRATAMENTO DE EPISTAXE POR EMBOLIZACAO (INCLUI ESTUDO ANGIOGRAFICO E/OU ENDOSCOPICO)"
"40813606";"Embolização brônquica para tratamento de hemoptise";"2";"406040311";"TRATAMENTO DE HEMOPTISE POR EMBOLIZACAO PERCUTANEA (INCLUI ESTUDO ANGIOGRAFICO)"
"40813630";"Embolização de hemorragia digestiva";"2";"406040192";"EMBOLIZACAO ARTERIAL DE HEMORRAGIA DIGESTIVA  (INCLUI PROCEDIMENTO ENDOSCOPICO E/OU ESTUDO ANGIOGRAFICO)"
"40813690";"Embolização seletiva de fístula ou aneurisma renal para tratamento de hematúria";"2";"406040303";"TRATAMENTO DE HEMATURIA OU SANGRAMENTO GENITAL POR EMBOLIZACAO (INCLUI ESTUDO ANGIOGRAFICO E/OU ENDOSCOPICO)"
"40813789";"Embolização de tumor de cabeça e pescoço";"2";"403070139";"EMBOLIZAÇÃO DE TUMOR INTRA-CRANIANO OU DA CABEÇA E PESCOÇO"
"40813835";"Gastrostomia percutânea orientada por RX ou TC";"2";"309010039";"GASTROSTOMIA ENDOSCOPICA PERCUTANEA (INCLUI MATERIAL E SEDACAO ANESTESICA)"
"40813878";"Nefrostomia percutânea orientada por RX, US, TC ou RM";"2";"409010294";"NEFROSTOMIA PERCUTANEA"
"40813886";"Pielografia percutânea orientada por RX, US, TC ou RM";"2";"204050073";"PIELOGRAFIA ANTEROGRADA PERCUTANEA"
"40813924";"Quimioterapia por cateter intra-arterial";"1";"304080047";"QUIMIOTERAPIA INTRA-ARTERIAL"
"40813991";"Trombectomia mecânica venosa";"2";"406020590";"TROMBECTOMIA DO SISTEMA VENOSO"
"40814025";"Trombólise medicamentosa arterial ou venosa - por vaso";"2";"406040230";"FIBRINOLISE INTRAVASCULAR POR CATETER"
"40814068";"Retirada percutânea de cálculos biliares orientada por RX, US ou TC";"2";"407030239";"RETIRADA PERCUTANEA DE CALCULOS BILIARES"
"40814149";"Paracentese orientada por RX ou US";"2";"407040196";"PARACENTESE ABDOMINAL"
"40901017";"US - Globo ocular - bilateral";"2";"205020089";"ULTRASSONOGRAFIA DE GLOBO OCULAR / ORBITA (MONOCULAR)"
"40901041";"US - Torácico extracardíaco";"2";"205020135";"ULTRASSONOGRAFIA DE TORAX (EXTRACARDIACA)"
"40901076";"Ecodopplercardiograma com estresse farmacológico";"2";"205010016";"ECOCARDIOGRAFIA DE ESTRESSE"
"40901084";"Ecodopplercardiograma fetal com mapeamento de fluxo em cores - por feto";"2";"205010059";"ULTRASSONOGRAFIA DOPPLER DE FLUXO OBSTETRICO"
"40901106";"Ecodopplercardiograma transtorácico";"2";"205010032";"ECOCARDIOGRAFIA TRANSTORACICA"
"40901114";"US - Mamas";"2";"205020097";"ULTRASSONOGRAFIA MAMARIA BILATERAL"
"40901122";"US - Abdome total (abdome superior, rins, bexiga, aorta, veia cava inferior e adrenais)";"2";"205020046";"ULTRASSONOGRAFIA DE ABDOMEN TOTAL"
"40901130";"US - Abdome superior (fígado, vias biliares, vesícula, pâncreas e baço)";"2";"205020038";"ULTRASSONOGRAFIA DE ABDOMEN SUPERIOR"
"40901181";"US - Abdome inferior feminino (bexiga, útero, ovário e anexos)";"2";"205020160";"ULTRASSONOGRAFIA PELVICA (GINECOLOGICA)"
"40901220";"US - Articular (por articulação)";"2";"205020062";"ULTRASSONOGRAFIA DE ARTICULACAO"
"40901238";"US - Obstétrica";"1";"205020143";"ULTRA-SONOGRAFIA OBSTETRICA"
"40901246";"US - Obstétrica com Doppler colorido";"2";"205020151";"ULTRASSONOGRAFIA OBSTETRICA C/ DOPPLER COLORIDO E PULSADO"
"40901300";"US - Transvaginal (útero, ovário, anexos e vagina)";"2";"205020186";"ULTRASSONOGRAFIA TRANSVAGINAL"
"40901335";"US - Próstata transretal (não inclui abdome inferior masculino)";"1";"205020119";"ULTRASSONOGRAFIA DE PROSTATA (VIA TRANSRETAL)"
"40901530";"Ultrassonografia diagnóstica - monocular";"2";"205020089";"ULTRASSONOGRAFIA DE GLOBO OCULAR / ORBITA (MONOCULAR)"
"40901602";"Doppler transcraniano";"1";"205020011";"ECODOPPLER TRANSCRANIANO"
"40901696";"US - Ecodopplercardiograma com estresse físico";"2";"205010016";"ECOCARDIOGRAFIA DE ESTRESSE"
"40901750";"US - Próstata (via abdominal)";"1";"205020100";"ULTRASSONOGRAFIA DE PROSTATA POR VIA ABDOMINAL"
"40901769";"US - Aparelho urinário (rins, ureteres e bexiga)";"2";"205020054";"ULTRASSONOGRAFIA DE APARELHO URINARIO"
"41001060";"TC - Pescoço (partes moles, laringe, tireóide, faringe e glândulas salivares)";"2";"206010052";"TOMOGRAFIA COMPUTADORIZADA DO PESCOCO"
"41001079";"TC - Tórax";"1";"206020031";"TOMOGRAFIA COMPUTADORIZADA DE TORAX"
"41001109";"TC - Abdome superior";"1";"206030010";"TOMOGRAFIA COMPUTADORIZADA DE ABDOMEN SUPERIOR"
"41001117";"TC - Pelve ou bacia";"2";"206030037";"TOMOGRAFIA COMPUTADORIZADA DE PELVE / BACIA / ABDOMEN INFERIOR"
"41001150";"TC - Segmento apendicular (braço ou antebraço ou mão ou coxa ou perna ou pé) - unilateral";"1";"206020023";"TOMOGRAFIA COMPUTADORIZADA DE SEGMENTOS APENDICULARES - (BRACO, ANTEBRAÇO, MÃO, COXA, PERNA, PÉ)"
"41101014";"RM - Crânio (encéfalo)";"2";"207010064";"RESSONANCIA MAGNETICA DE CRANIO"
"41101022";"RM - Sela túrcica (hipófise)";"2";"207010072";"RESSONANCIA MAGNETICA DE SELA TURCICA"
"41101103";"RM - Articulação temporomandibular (bilateral)";"1";"207010021";"RESSONANCIA MAGNETICA DE ARTICULACAO TEMPORO-MANDIBULAR (BILATERAL)"
"41101120";"RM - Tórax (mediastino, pulmão, parede torácica)";"2";"207020035";"RESSONANCIA MAGNETICA DE TORAX"
"41101170";"RM - Abdome superior (fígado, pâncreas, baço, rins, supra-renais, retroperitônio)";"2";"207030014";"RESSONANCIA MAGNETICA DE ABDOMEN SUPERIOR"
"41101189";"RM - Pelve (não inclui articulações coxofemorais)";"2";"207030022";"RESSONANCIA MAGNETICA DE BACIA / PELVE / ABDOMEN INFERIOR"
"41101251";"RM - Membro superior unilateral (não inclui mão e articulações)";"2";"207020027";"RESSONANCIA MAGNETICA DE MEMBRO SUPERIOR (UNILATERAL)"
"41203011";"Betaterapia (placa de estrôncio) - por campo";"2";"304010014";"BETATERAPIA DÉRMICA (POR CAMPO)"
"41203020";"Radiocirurgia (RTC) - nível 1, lesão única e/ou um isocentro - por tratamento";"1";"304010219";"RADIOCIRURGIA - UM ISOCENTRO"
"41203070";"Radioterapia Convencional de Megavoltagem com Acelerador Linear com Fótons e Elétrons - por campo";"2";"304010294";"RADIOTERAPIA COM ACELERADOR LINEAR DE FÓTONS E ELÉTRONS (POR CAMPO)"
"41203089";"Radioterapia Convencional de Megavoltagem com Acelerador Linear só com Fótons - por campo";"2";"304010286";"RADIOTERAPIA COM ACELERADOR LINEAR SÓ DE FÓTONS (POR CAMPO)"
"41203119";"Radioterapia de Meio Corpo (HBI) - por dia de tratamento";"2";"304010138";"IRRADIAÇÃO DE MEIO CORPO"
"41203127";"Radioterapia de Pele Total (TSI) - por tratamento";"2";"304010146";"IRRADIAÇÃO DE PELE TOTAL"
"41203151";"Radioterapia Externa de Ortovoltagem (Roentgenterapia) - por campo";"2";"304010260";"ROENTGENTERAPIA (POR CAMPO)"
"41203178";"Radioterapia Rotatória com acelerador linear com fótons e elétrons - por volume tratado e por dia";"1";"304010294";"RADIOTERAPIA COM ACELERADOR LINEAR DE FÓTONS E ELÉTRONS (POR CAMPO)"
"41203186";"Radioterapia Rotatória com acelerador linear só com fótons - por volume tratado e por dia";"1";"304010286";"RADIOTERAPIA COM ACELERADOR LINEAR SÓ DE FÓTONS (POR CAMPO)"
"41203208";"Sangues e derivados (por unidade)";"2";"306020122";"TRANSFUSAO DE SANGUE / COMPONENTES IRRADIADOS"
"41204018";"Colimação individual - 1 por incidência planejada";"1";"304010308";"COLIMAÇÃO PERSONALIZADA"
"41204042";"Planejamento de tratamento computadorizado tridimensional - 1 por volume tratado";"1";"304010316";"PLANEJAMENTO PARA RADIOTERAPIA CONFORMADA TRIDIMENSIONAL (POR TRATAMENTO)."
"41204050";"Planejamento de tratamento simples (não computadorizado) - 1 por volume tratado";"2";"304010200";"PLANEJAMENTO SIMPLES (POR TRATAMENTO)"
"41205014";"Braquiterapia endoluminal de alta taxa de dose (BATD) - por inserção";"2";"304010073";"BRAQUITERAPIA DE ALTA TAXA DE DOSE (POR INSERÇÃO)"
"41205030";"Braquiterapia intersticial de alta taxa de dose (BATD) - por inserção";"2";"304010073";"BRAQUITERAPIA DE ALTA TAXA DE DOSE (POR INSERÇÃO)"
"41205073";"Braquiterapia intracavitária de alta taxa de dose (BATD) - por inserção";"1";"304010073";"BRAQUITERAPIA DE ALTA TAXA DE DOSE (POR INSERÇÃO)"
"41301099";"Coleta de material cérvico-vaginal";"2";"201020033";"COLETA DE MATERIAL P/ EXAME CITOPATOLOGICO DE COLO UTERINO"
"41301102";"Colposcopia (cérvice uterina e vagina)";"2";"211040029";"COLPOSCOPIA"
"41301161";"Estesiometria (por membro)";"2";"211060097";"ESTESIOMETRIA"
"41301170";"Avaliação de vias lacrimais (Teste de Schirmer) - monocular";"2";"211060216";"TESTE DE SCHIRMER"
"41301188";"Exame a fresco do conteúdo vaginal e cervical";"2";"211040037";"EXAME MICROBIOLOGICO A FRESCO DO CONTEUDO CERVIC0-VAGINAL"
"41301200";"Exame de motilidade ocular (teste ortóptico) - binocular";"2";"211060232";"TESTE ORTÓPTICO"
"41301218";"Exame micológico - cultura e identificação de colônia";"2";"202080137";"CULTURA PARA IDENTIFICACAO DE FUNGOS"
"41301242";"Gonioscopia - binocular";"2";"211060119";"GONIOSCOPIA"
"41301250";"Mapeamento de retina (oftalmoscopia indireta) - monocular";"2";"211060127";"MAPEAMENTO DE RETINA"
"41301269";"Microscopia especular de córnea - monocular";"2";"211060143";"MICROSCOPIA ESPECULAR DE CORNEA"
"41301307";"Potencial de acuidade visual - monocular";"2";"211060151";"POTENCIAL DE ACUIDADE VISUAL"
"41301323";"Tonometria - binocular";"1";"211060259";"TONOMETRIA"
"41301340";"Urodinâmica completa";"1";"211090018";"AVALIACAO URODINAMICA COMPLETA"
"41301358";"Urofluxometria";"1";"211090077";"UROFLUXOMETRIA"
"41301382";"Capilaroscopia periungueal";"2";"211010014";"CAPILAROSCOPIA"
"41301420";"Biomicroscopia de fundo";"2";"211060020";"BIOMICROSCOPIA DE FUNDO DE OLHO"
"41301455";"Olfatometria";"1";"211070220";"OLFATOMETRIA"
"41401069";"Provas imuno-alérgicas para bactérias (por antígeno)";"2";"202031063";"PROVAS IMUNO-ALERGICAS BACTERIANAS"
"41401115";"Teste de caminhada de 6 minutos";"1";"211080080";"TESTE DA CAMINHADA DE 6 MINUTOS"
"41401301";"Teste provocativo para glaucoma - binocular";"2";"211060208";"TESTE DE PROVOCACAO DE GLAUCOMA"
"41401700";"Teste de Wada";"1";"211050148";"TESTE DE WADA "
"41501128";"Paquimetria ultrassônica - monocular";"2";"205020020";"PAQUIMETRIA ULTRASSÔNICA"
"41501195";"Pletismografia (qualquer tipo) por lateralidade ou território";"2";"211010022";"INVESTIGACAO ULTRASSONICA (PLETISMOGRAFIA)"
"41501241";"Perfil de pressão uretral";"1";"211090069";"PERFIL DE PRESSAO URETRAL"
"41501250";"Pressão intra abdominal urológica";"1";"211090050";"DETERMINACAO DE PRESSAO INTRA-ABDOMINAL"
"81000189";"Diagnóstico e planejamento para tratamento odontológico";"2";"301010153";"PRIMEIRA CONSULTA ODONTOLOGICA PROGRAMÁTICA"
"81000340";"Radiografia da ATM";"2";"204010055";"RADIOGRAFIA DE ARTICULACAO TEMPORO-MANDIBULAR BILATERAL"
"81000375";"Radiografia interproximal - bite-wing";"2";"204010187";"RADIOGRAFIA PERI-APICAL INTERPROXIMAL (BITE-WING)"
"81000383";"Radiografia oclusal";"1";"204010160";"RADIOGRAFIA OCLUSAL"
"81000405";"Radiografia panorâmica de mandíbula/maxila (ortopantomografia)";"2";"204010179";"RADIOGRAFIA PANORAMICA "
"82000239";"Biópsia de boca";"2";"201010526";"BIÓPSIA DOS TECIDOS MOLES DA BOCA"
"82000247";"Biópsia de glândula salivar";"1";"201010232";"BIÓPSIA DE GLÂNDULA SALIVAR"
"82000662";"Enxerto gengival livre";"2";"414020081";"ENXERTO GENGIVAL"
"82000778";"Exérese ou excisão de cálculo salivar";"2";"414010345";"EXCISÃO DE CÁLCULO DE GLÂNDULA SALIVAR"
"82000786";"Exérese ou excisão de cistos odontológicos";"2";"414010361";"EXERESE DE CISTO ODONTOGÊNICO E NÃO-ODONTOGÊNICO"
"82000875";"Exodontia simples de permanente";"1";"414020138";"EXODONTIA DE DENTE PERMANENTE"
"82000980";"Implante ósseo integrado";"2";"414020421";"IMPLANTE DENTÁRIO OSTEOINTEGRADO "
"82001154";"Reconstrução de sulco gengivo-labial";"1";"404020470";" RECONSTRUÇÃO DO SULCO GENGIVO-LABIAL"
"82001170";"Redução cruenta de fratura alvéolo dentária";"2";"404020577";"REDUÇÃO DE FRATURA ALVEOLO-DENTÁRIA SEM OSTEOSSÍNTESE"
"82001197";"Redução simples de luxação de Articulação Têmporo-mandibular (ATM)";"2";"404020615";"REDUÇÃO DE LUXAÇÃO TÊMPORO-MANDIBULAR"
"83000089";"Exodontia simples de decíduo";"2";"414020120";"EXODONTIA DE DENTE DECÍDUO"
"83000127";"Pulpotomia em dente decíduo";"2";"307020070";"PULPOTOMIA DENTÁRIA"
"84000031";"Aplicação de cariostático";"1";"101020058";"APLICAÇÃO DE CARIOSTÁTICO (POR DENTE)"
"84000090";"Aplicação tópica de flúor";"1";"101020074";"APLICAÇÃO TÓPICA DE FLÚOR (INDIVIDUAL POR SESSÃO)"
"85100013";"Capeamento pulpar direto";"2";"307010015";"CAPEAMENTO PULPAR"
"85200042";"Pulpotomia";"2";"307020070";"PULPOTOMIA DENTÁRIA"
"85200093";"Retratamento endodôntico birradicular";"2";"307020088";"RETRATAMENTO ENDODÔNTICO EM DENTE PERMANENTE  BI-RADICULAR"
"85200107";"Retratamento endodôntico multirradicular";"2";"307020096";"RETRATAMENTO ENDODÔNTICO EM DENTE PERMANENTE COM 3 OU MAIS RAÍZES"
"85200115";"Retratamento endodôntico unirradicular";"2";"307020100";"RETRATAMENTO ENDODÔNTICO EM DENTE PERMANENTE UNI-RADICULAR"
"85200140";"Tratamento endodôntico birradicular";"2";"307020045";"OBTURAÇÃO EM DENTE PERMANENTE BIRRADICULAR"
"85200166";"Tratamento endodôntico unirradicular";"2";"307020061";"OBTURAÇÃO EM DENTE PERMANENTE UNIRRADICULAR"
"85200182";"Curetagem apical";"2";"414020073";"CURETAGEM PERIAPICAL"
