proc_rea,NOME_PROC,CO_FINANCIAMENTO,FONTE,VALIDO,VALOR_2020,VALOR_2021,VALOR_2022
0202010341,DOSAGEM DE DESIDROGENASE ALFA-HIDROXIBUTIRICA,06,SIA,ATUA,3.51,3.51,3.51
0202010350,DOSAGEM DE DESIDROGENASE GLUTAMICA,06,SIA,ATUA,3.51,3.51,3.51
0202010368,DOSAGEM DE DESIDROGENASE LATICA,06,SIA,ATUA,3.68,3.68,3.68
0202010376,DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),06,SIA,ATUA,3.68,3.68,3.68
0202010384,DOSAGEM DE FERRITINA,06,SIA,ATUA,15.59,15.59,15.59
0202010392,DOSAGEM DE FERRO SERICO,06,SIA,ATUA,3.51,3.51,3.51
0202010406,DOSAGEM DE FOLATO,06,SIA,ATUA,15.65,15.65,15.65
0202010414,DOSAGEM DE FOSFATASE ACIDA TOTAL,06,SIA,ATUA,2.01,2.01,2.01
0202010422,DOSAGEM DE FOSFATASE ALCALINA,06,SIA,ATUA,2.01,2.01,2.01
0202010430,DOSAGEM DE FOSFORO,06,SIA,ATUA,1.85,1.85,1.85
0202010449,DOSAGEM DE FRACAO PROSTATICA DA FOSFATASE ACIDA,06,SIA,ATUA,2.01,2.01,2.01
0202010457,DOSAGEM DE GALACTOSE,06,SIA,ATUA,3.51,3.51,3.51
0202010465,DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),06,SIA,ATUA,3.51,3.51,3.51
0202010473,DOSAGEM DE GLICOSE,06,SIA,ATUA,1.85,1.85,1.85
0202010481,DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,06,SIA,ATUA,3.68,3.68,3.68
0202010490,DOSAGEM DE HAPTOGLOBINA,06,SIA,ATUA,3.68,3.68,3.68
0202010503,DOSAGEM DE HEMOGLOBINA GLICOSILADA,06,SIA,ATUA,7.86,7.86,7.86
0202010511,DOSAGEM DE HIDROXIPROLINA,06,SIA,ATUA,3.68,3.68,3.68
0202010520,DOSAGEM DE ISOMERASE-FOSFOHEXOSE,06,SIA,ATUA,3.51,3.51,3.51
0202010538,DOSAGEM DE LACTATO,06,SIA,ATUA,3.68,3.68,3.68
0202010546,DOSAGEM DE LEUCINO-AMINOPEPTIDASE,06,SIA,ATUA,3.51,3.51,3.51
0202010554,DOSAGEM DE LIPASE,06,SIA,ATUA,2.25,2.25,2.25
0202010562,DOSAGEM DE MAGNESIO,06,SIA,ATUA,2.01,2.01,2.01
0202010570,DOSAGEM DE MUCO-PROTEINAS,06,SIA,ATUA,2.01,2.01,2.01
0202010589,DOSAGEM DE PIRUVATO,06,SIA,ATUA,3.68,3.68,3.68
0202010597,DOSAGEM DE PORFIRINAS,06,SIA,ATUA,3.51,3.51,3.51
0202010600,DOSAGEM DE POTASSIO,06,SIA,ATUA,1.85,1.85,1.85
0202010619,DOSAGEM DE PROTEINAS TOTAIS,06,SIA,ATUA,1.4,1.4,1.4
0202010627,DOSAGEM DE PROTEINAS TOTAIS E FRACOES,06,SIA,ATUA,1.85,1.85,1.85
0202010635,DOSAGEM DE SODIO,06,SIA,ATUA,1.85,1.85,1.85
0202010643,DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),06,SIA,ATUA,2.01,2.01,2.01
0202010651,DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),06,SIA,ATUA,2.01,2.01,2.01
0202010660,DOSAGEM DE TRANSFERRINA,06,SIA,ATUA,4.12,4.12,4.12
0202010678,DOSAGEM DE TRIGLICERIDEOS,06,SIA,ATUA,3.51,3.51,3.51
0202010686,DOSAGEM DE TRIPTOFANO,06,SIA,ATUA,3.51,3.51,3.51
0202010694,DOSAGEM DE UREIA,06,SIA,ATUA,1.85,1.85,1.85
0202010708,DOSAGEM DE VITAMINA B12,06,SIA,ATUA,15.24,15.24,15.24
0202010716,ELETROFORESE DE LIPOPROTEINAS,06,SIA,ATUA,3.68,3.68,3.68
0202010724,ELETROFORESE DE PROTEINAS,06,SIA,ATUA,4.42,4.42,4.42
0202010732,GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),06,SIA,ATUA,15.65,15.65,15.65
0202010740,PROVA DA D-XILOSE,06,SIA,ATUA,3.68,3.68,3.68
0202010759,TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,06,SIA,ATUA,6.55,6.55,6.55
0202010767,DOSAGEM DE 25 HIDROXIVITAMINA D,06,SIA,ATUA,15.24,15.24,15.24
0202010775,DETERMINAÇÃO DE CREMATÓCRITO NO LEITE HUMANO ORDENHADO,06,SIA,ATUA,1.53,1.53,1.53
0202010783,ACIDEZ TITULÁVEL NO LEITE HUMANO (DORNIC),06,SIA,ATUA,3.04,3.04,3.04
0202010791,DOSAGEM DE PEPTÍDEOS NATRIURÉTICOS TIPO B (BNP E NT-PROBNP),06,SIA,ATUA,27,27,27
0202020010,CITOQUIMICA HEMATOLOGICA,06,SIA,ATUA,6.48,6.48,6.48
0202020029,CONTAGEM DE PLAQUETAS,06,SIA,ATUA,2.73,2.73,2.73
0202020037,CONTAGEM DE RETICULOCITOS,06,SIA,ATUA,2.73,2.73,2.73
0202020045,DETERMINAÇÃO DE CURVA DE RESISTÊNCIA GLOBULAR,06,SIA,ATUA,2.73,2.73,2.73
0202020053,DETERMINACAO DE ENZIMAS ERITROCITARIAS (CADA),06,SIA,ATUA,2.73,2.73,2.73
0202020061,DETERMINAÇÃO DE SULFO-HEMOGLOBINA,06,SIA,ATUA,2.73,2.73,2.73
0202020070,DETERMINAÇÃO DE TEMPO DE COAGULAÇÃO,06,SIA,ATUA,2.73,2.73,2.73
0202020088,DETERMINAÇÃO DE TEMPO DE LISE DA EUGLOBULINA,06,SIA,ATUA,2.73,2.73,2.73
0202020096,DETERMINAÇÃO DE TEMPO DE SANGRAMENTO -DUKE,06,SIA,ATUA,2.73,2.73,2.73
0202020100,DETERMINAÇÃO DE TEMPO DE SANGRAMENTO DE IVY,06,SIA,ATUA,9,9,9
0202020118,DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS,06,SIA,ATUA,5.79,5.79,5.79
0202020126,DETERMINAÇÃO DE TEMPO DE TROMBINA,06,SIA,ATUA,2.85,2.85,2.85
0202020134,DETERMINAÇÃO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),06,SIA,ATUA,5.77,5.77,5.77
0202020142,DETERMINAÇÃO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),06,SIA,ATUA,2.73,2.73,2.73
0202020150,DETERMINAÇÃO DE VELOCIDADE DE HEMOSSEDIMENTAÇÃO (VHS),06,SIA,ATUA,2.73,2.73,2.73
0202020169,DOSAGEM DE ANTICOAGULANTE CIRCULANTE,06,SIA,ATUA,4.11,4.11,4.11
0202020177,DOSAGEM DE ANTITROMBINA III,06,SIA,ATUA,6.48,6.48,6.48
0202020185,DOSAGEM DE FATOR II,06,SIA,ATUA,5.31,5.31,5.31
0202020193,DOSAGEM DE FATOR IX,06,SIA,ATUA,7.61,7.61,7.61
0202020207,DOSAGEM DE FATOR V,06,SIA,ATUA,4.73,4.73,4.73
0202020215,DOSAGEM DE FATOR VII,06,SIA,ATUA,8.09,8.09,8.09
0202020223,DOSAGEM DE FATOR VIII,06,SIA,ATUA,6.63,6.63,6.63
0202020231,DOSAGEM DE FATOR VIII (INIBIDOR),06,SIA,ATUA,15,15,15
0202020240,DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO),06,SIA,ATUA,18.91,18.91,18.91
0202020258,DOSAGEM DE FATOR X,06,SIA,ATUA,6.66,6.66,6.66
0202020266,DOSAGEM DE FATOR XI,06,SIA,ATUA,9.11,9.11,9.11
0202020274,DOSAGEM DE FATOR XII,06,SIA,ATUA,10.51,10.51,10.51
0202020282,DOSAGEM DE FATOR XIII,06,SIA,ATUA,6.66,6.66,6.66
0202020290,DOSAGEM DE FIBRINOGENIO,06,SIA,ATUA,4.6,4.6,4.6
0202020304,DOSAGEM DE HEMOGLOBINA,06,SIA,ATUA,1.53,1.53,1.53
0202020312,DOSAGEM DE HEMOGLOBINA - INSTABILIDADE A 37OC,06,SIA,ATUA,2.73,2.73,2.73
0202020320,DOSAGEM DE HEMOGLOBINA FETAL,06,SIA,ATUA,2.73,2.73,2.73
0202020339,DOSAGEM DE HEMOSSIDERINA,06,SIA,ATUA,2.73,2.73,2.73
0202020347,DOSAGEM DE PLASMINOGENIO,06,SIA,ATUA,4.11,4.11,4.11
0202020355,ELETROFORESE DE HEMOGLOBINA,06,SIA,ATUA,5.41,5.41,5.41
0202020363,"ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",06,SIA,ATUA,2.73,2.73,2.73
0202020371,HEMATOCRITO,06,SIA,ATUA,1.53,1.53,1.53
0202020380,HEMOGRAMA COMPLETO,06,SIA,ATUA,4.11,4.11,4.11
0202020398,LEUCOGRAMA,06,SIA,ATUA,2.73,2.73,2.73
0202020401,PESQUISA DE ATIVIDADE DO COFATOR DE RISTOCETINA,06,SIA,ATUA,25,25,25
0202020410,PESQUISA DE CELULAS LE,06,SIA,ATUA,4.11,4.11,4.11
0202020428,PESQUISA DE CORPUSCULOS DE HEINZ,06,SIA,ATUA,2.73,2.73,2.73
0202020436,PESQUISA DE FILARIA,06,SIA,ATUA,2.73,2.73,2.73
0202020444,PESQUISA DE HEMOGLOBINA S,06,SIA,ATUA,2.73,2.73,2.73
0202020452,PESQUISA DE PLASMODIO,01,PAB,ATUA,6.560064,7.220006,7.638045
0202020460,PESQUISA DE TRIPANOSSOMA,06,SIA,ATUA,2.73,2.73,2.73
0202020479,"PROVA DE COMPATIBILIDADE PRE-TRANSFUSIONAL (MEIOS SALINOS, ALBUMINOSO E COOMBS)",06,PAB,ATUA,17.04,18.754224,19.840094
0202020487,PROVA DE CONSUMO DE PROTROMBINA,06,SIA,ATUA,4.11,4.11,4.11
0202020495,PROVA DE RETRACAO DO COAGULO,06,SIA,ATUA,2.73,2.73,2.73
0202020509,PROVA DO LACO,06,SIA,ATUA,2.73,2.73,2.73
0202020517,RASTREIO P/ DEFICIENCIA DE ENZIMAS ERITROCITARIAS,06,SIA,ATUA,2.73,2.73,2.73
0202020525,TESTE DE AGREGACAO DE PLAQUETAS,06,SIA,ATUA,12,12,12
0202020533,TESTE DE HAM (HEMOLISE ACIDA),06,SIA,ATUA,2.73,2.73,2.73
0202020541,TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD),06,SIA,ATUA,2.73,2.73,2.73
0202020550,DOSAGEM DE PROTEINA C FUNCIONAL,04,SIA,ATUA,#NULL!,75,75
0202020568,DOSAGEM DE PROTEINA S FUNCIONAL,04,SIA,ATUA,#NULL!,125,125
0202020576,PESQUISA DE ANTICOAGULANTE LÚPICO,04,SIA,ATUA,#NULL!,110,110
0202030016,CONTAGEM DE LINFOCITOS B,06,SIA,ATUA,15,15,15
0202030024,CONTAGEM DE LINFOCITOS CD4/CD8,06,SIA,ATUA,15,15,15
0202030032,CONTAGEM DE LINFOCITOS T TOTAIS,06,SIA,ATUA,15,15,15
0202030040,DETECÇÃO DE ÁCIDOS NUCLEICOS DO HIV-1 (QUALITATIVO),06,SIA,ATUA,65,65,65
0202030059,DETECÇÃO DE RNA DO VÍRUS DA HEPATITE C (QUALITATIVO),06,SIA,ATUA,96,96,96
0202030067,DETERMINAÇÃO DE COMPLEMENTO (CH50),06,SIA,ATUA,9.25,9.25,9.25
0202030075,DETERMINAÇÃO DE FATOR REUMATOIDE,06,SIA,ATUA,2.83,2.83,2.83
0202030083,DETERMINAÇÃO QUANTITATIVA DE PROTEÍNA C REATIVA,06,SIA,ATUA,9.25,9.25,9.25
0202030091,DOSAGEM DE ALFA-FETOPROTEINA,06,SIA,ATUA,15.06,15.06,15.06
0202030105,DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA),06,SIA,ATUA,16.42,16.42,16.42
0202030113,DOSAGEM DE BETA-2-MICROGLOBULINA,06,SIA,ATUA,13.55,13.55,13.55
0202030121,DOSAGEM DE COMPLEMENTO C3,06,SIA,ATUA,17.16,17.16,17.16
0202030130,DOSAGEM DE COMPLEMENTO C4,06,SIA,ATUA,17.16,17.16,17.16
0202030148,DOSAGEM DE CRIOAGLUTININA,06,SIA,ATUA,2.83,2.83,2.83
0202030156,DOSAGEM DE IMUNOGLOBULINA A (IGA),06,SIA,ATUA,17.16,17.16,17.16
0202030164,DOSAGEM DE IMUNOGLOBULINA E (IGE),06,SIA,ATUA,9.25,9.25,9.25
0202030172,DOSAGEM DE IMUNOGLOBULINA G (IGG),06,PAB,ATUA,17.16,18.886296,19.979813
0202030180,DOSAGEM DE IMUNOGLOBULINA M (IGM),06,SIA,ATUA,17.16,17.16,17.16
0202030199,DOSAGEM DE INIBIDOR DE C1-ESTERASE,06,SIA,ATUA,9.25,9.25,9.25
0202030202,DOSAGEM DE PROTEINA C REATIVA,06,SIA,ATUA,2.83,2.83,2.83
0202030210,GENOTIPAGEM DE VIRUS DA HEPATITE C,06,SIA,ATUA,298.48,298.48,298.48
0202030229,IMUNOELETROFORESE DE PROTEINAS,06,SIA,ATUA,17.16,17.16,17.16
0202030237,IMUNOFENOTIPAGEM DE HEMOPATIAS MALIGNAS (POR MARCADOR),06,SIA,ATUA,80,80,80
0202030245,INTRADERMORREACAO COM DERIVADO PROTEICO PURIFICADO (PPD),01,PAB,ATUA,6.770481,7.451592,7.883039
0202030253,PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA,06,SIA,ATUA,10,10,10
0202030261,PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA,06,SIA,ATUA,10,10,10
0202030270,PESQUISA DE ANTICORPOS ANTI-DNA,06,SIA,ATUA,8.67,8.67,8.67
0202030288,PESQUISA DE ANTICORPOS ANTI-HELICOBACTER PYLORI,06,SIA,ATUA,17.16,17.16,17.16
0202030296,PESQUISA DE ANTICORPOS ANTI-HIV-1 (WESTERN BLOT),06,SIA,ATUA,85,85,85
0202030300,PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA),06,SIA,ATUA,10,10,10
0202030318,PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2,06,SIA,ATUA,18.55,18.55,18.55
0202030326,PESQUISA DE ANTICORPOS ANTI-RIBONUCLEOPROTEINA (RNP),06,SIA,ATUA,17.16,17.16,17.16
0202030334,PESQUISA DE ANTICORPOS ANTI-SCHISTOSOMAS,06,SIA,ATUA,5.74,5.74,5.74
0202030342,PESQUISA DE ANTICORPOS ANTI-SM,06,SIA,ATUA,17.16,17.16,17.16
0202030350,PESQUISA DE ANTICORPOS ANTI-SS-A (RO),06,SIA,ATUA,18.55,18.55,18.55
0202030369,PESQUISA DE ANTICORPOS ANTI-SS-B (LA),06,SIA,ATUA,18.55,18.55,18.55
0202030377,PESQUISA DE ANTICORPOS ANTIADENOVIRUS,06,SIA,ATUA,9.25,9.25,9.25
0202030385,PESQUISA DE ANTICORPOS ANTIAMEBAS,06,SIA,ATUA,10,10,10
0202030393,PESQUISA DE ANTICORPOS ANTIASPERGILLUS,06,SIA,ATUA,9.25,9.25,9.25
0202030407,PESQUISA DE ANTICORPOS ANTIBRUCELAS,06,SIA,ATUA,3.7,3.7,3.7
0202030415,PESQUISA DE ANTICORPOS ANTICISTICERCO,06,SIA,ATUA,5.83,5.83,5.83
0202030423,PESQUISA DE ANTICORPOS ANTICLAMIDIA (POR IMUNOFLUORESCENCIA),06,SIA,ATUA,10,10,10
0202030431,PESQUISA DE ANTICORPOS ANTICORTEX SUPRARENAL,06,SIA,ATUA,17.16,17.16,17.16
0202030440,PESQUISA DE ANTICORPOS ANTIEQUINOCOCOS,06,SIA,ATUA,9.25,9.25,9.25
0202030458,PESQUISA DE ANTICORPOS ANTIESCLERODERMA (SCL 70),06,SIA,ATUA,10,10,10
0202030466,PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES,06,SIA,ATUA,9.7,9.7,9.7
0202030474,PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO),06,SIA,ATUA,2.83,2.83,2.83
0202030482,PESQUISA DE ANTICORPOS ANTIFIGADO,06,SIA,ATUA,10,10,10
0202030490,PESQUISA DE ANTICORPOS ANTIGLIADINA (GLUTEN) IGG IGM E IGA,06,SIA,2009,17.16,17.16,17.16
0202030504,PESQUISA DE ANTICORPOS ANTIGLOMERULO,06,SIA,ATUA,10,10,10
0202030512,PESQUISA DE ANTICORPOS ANTIILHOTA DE LANGERHANS,06,SIA,ATUA,10,10,10
0202030520,PESQUISA DE ANTICORPOS ANTIINSULINA,06,SIA,ATUA,17.16,17.16,17.16
0202030539,PESQUISA DE ANTICORPOS ANTILEPTOSPIRAS,06,SIA,ATUA,4.1,4.1,4.1
0202030547,PESQUISA DE ANTICORPOS ANTILISTERIA,06,SIA,ATUA,5.5,5.5,5.5
0202030555,PESQUISA DE ANTICORPOS ANTIMICROSSOMAS,06,SIA,ATUA,17.16,17.16,17.16
0202030563,PESQUISA DE ANTICORPOS ANTIMITOCONDRIA,06,SIA,ATUA,17.16,17.16,17.16
0202030571,PESQUISA DE ANTICORPOS ANTIMUSCULO ESTRIADO,06,SIA,ATUA,17.16,17.16,17.16
0202030580,PESQUISA DE ANTICORPOS ANTIMUSCULO LISO,06,SIA,ATUA,17.16,17.16,17.16
0202030598,PESQUISA DE ANTICORPOS ANTINUCLEO,06,SIA,ATUA,17.16,17.16,17.16
0202030601,PESQUISA DE ANTICORPOS ANTIPARIETAIS,06,SIA,ATUA,17.16,17.16,17.16
0202030610,PESQUISA DE ANTICORPOS ANTIPLASMODIOS,06,SIA,ATUA,10,10,10
0202030628,PESQUISA DE ANTICORPOS ANTITIREOGLOBULINA,06,SIA,ATUA,17.16,17.16,17.16
0202030636,PESQUISA DE ANTICORPOS CONTRA ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (ANTI-HBS),06,SIA,ATUA,18.55,18.55,18.55
0202030644,PESQUISA DE ANTICORPOS CONTRA ANTIGENO E DO VIRUS DA HEPATITE B (ANTI-HBE),06,SIA,ATUA,18.55,18.55,18.55
0202030652,PESQUISA DE ANTICORPOS CONTRA HISTOPLASMA,06,SIA,ATUA,7.78,7.78,7.78
0202030660,PESQUISA DE ANTICORPOS CONTRA O SPOROTRIX SCHENKII,06,SIA,ATUA,9.71,9.71,9.71
0202030679,PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI-HCV),06,SIA,ATUA,18.55,18.55,18.55
0202030687,PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE D (ANTI-HDV),06,SIA,ATUA,18.55,18.55,18.55
0202030695,PESQUISA DE ANTICORPOS CONTRA O VIRUS DO SARAMPO,06,SIA,ATUA,9.25,9.25,9.25
0202030709,PESQUISA DE ANTICORPOS CONTRA PARACOCCIDIOIDES BRASILIENSIS,06,SIA,ATUA,4.1,4.1,4.1
0202030717,PESQUISA DE ANTICORPOS E/OU ANTIGENO DO VIRUS SINCICIAL RESPIRATORIO,06,SIA,ATUA,18.55,18.55,18.55
0202030725,PESQUISA DE ANTICORPOS EIE ANTICLAMIDIA,06,SIA,ATUA,17.16,17.16,17.16
0202030733,PESQUISA DE ANTICORPOS HETEROFILOS CONTA O VIRUS EPSTEIN-BARR,06,SIA,ATUA,2.83,2.83,2.83
0202030741,PESQUISA DE ANTICORPOS IGG ANTICITOMEGALOVIRUS,06,SIA,ATUA,11,11,11
0202030750,PESQUISA DE ANTICORPOS IGG ANTILEISHMANIAS,06,SIA,ATUA,9.25,9.25,9.25
0202030768,PESQUISA DE ANTICORPOS IGG ANTITOXOPLASMA,06,SIA,ATUA,16.97,16.97,16.97
0202030776,PESQUISA DE ANTICORPOS IGG ANTITRYPANOSOMA CRUZI,06,SIA,ATUA,9.25,9.25,9.25
0202030784,PESQUISA DE ANTICORPOS IGG E IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-TOTAL),06,SIA,ATUA,18.55,18.55,18.55
0202030792,PESQUISA DE ANTICORPOS IGG CONTRA ARBOVIRUS,06,SIA,ATUA,30,30,30
0202030806,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA HEPATITE A (HAV-IGG),06,SIA,ATUA,18.55,18.55,18.55
0202030814,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA,06,SIA,ATUA,17.16,17.16,17.16
0202030822,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,06,SIA,ATUA,17.16,17.16,17.16
0202030830,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS EPSTEIN-BARR,06,SIA,ATUA,17.16,17.16,17.16
0202030849,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS HERPES SIMPLES,06,SIA,ATUA,17.16,17.16,17.16
0202030857,PESQUISA DE ANTICORPOS IGM ANTICITOMEGALOVIRUS,06,SIA,ATUA,11.61,11.61,11.61
0202030865,PESQUISA DE ANTICORPOS IGM ANTILEISHMANIAS,06,SIA,ATUA,10,10,10
0202030873,PESQUISA DE ANTICORPOS IGM ANTITOXOPLASMA,06,SIA,ATUA,18.55,18.55,18.55
0202030881,PESQUISA DE ANTICORPOS IGM ANTITRYPANOSOMA CRUZI,06,SIA,ATUA,9.25,9.25,9.25
0202030890,PESQUISA DE ANTICORPOS IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-IGM),06,SIA,ATUA,18.55,18.55,18.55
0202030903,PESQUISA DE ANTICORPOS IGM CONTRA ARBOVIRUS,06,SIA,ATUA,20,20,20
0202030911,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA HEPATITE A (HAV-IGG),06,SIA,ATUA,18.55,18.55,18.55
0202030920,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA RUBEOLA,06,SIA,ATUA,17.16,17.16,17.16
0202030938,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,06,SIA,ATUA,17.16,17.16,17.16
0202030946,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS EPSTEIN-BARR,06,SIA,ATUA,17.16,17.16,17.16
0202030954,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS HERPES SIMPLES,06,SIA,ATUA,17.16,17.16,17.16
0202030962,PESQUISA DE ANTIGENO CARCINOEMBRIONARIO (CEA),06,SIA,ATUA,13.35,13.35,13.35
0202030970,PESQUISA DE ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (HBSAG),06,SIA,ATUA,18.55,18.55,18.55
0202030989,PESQUISA DE ANTIGENO E DO VIRUS DA HEPATITE B (HBEAG),06,SIA,ATUA,18.55,18.55,18.55
0202030997,DETECÇÃO DE CLAMÍDIA E GONOCOCO POR BIOLOGIA MOLECULAR,06,SIA,ATUA,60,60,60
0202031004,PESQUISA DE CRIOGLOBULINAS,06,SIA,ATUA,2.83,2.83,2.83
0202031012,PESQUISA DE FATOR REUMATOIDE (WAALER-ROSE),06,SIA,ATUA,4.1,4.1,4.1
0202031020,PESQUISA DE HIV-1 POR IMUNOFLUORESCENCIA,06,SIA,ATUA,10,10,10
0202031039,PESQUISA DE IMUNOGLOBULINA E (IGE) ALERGENO-ESPECIFICA,06,SIA,ATUA,9.25,9.25,9.25
0202031047,PESQUISA DE TRYPANOSOMA CRUZI (POR IMUNOFLUORESCENCIA),06,SIA,ATUA,10,10,10
0202031055,PROVAS DE PRAUSNITZ-KUSTNER (PK),06,SIA,ATUA,1.77,1.77,1.77
0202031063,PROVAS IMUNO-ALERGICAS BACTERIANAS,06,SIA,ATUA,1.77,1.77,1.77
0202031071,QUANTIFICAÇÃO DE RNA DO HIV-1,06,SIA,ATUA,18,18,18
0202031080,QUANTIFICAÇÃO DE RNA DO VÍRUS DA HEPATITE C,06,SIA,ATUA,168.48,168.48,168.48
0202031098,TESTE TREPONEMICO P/ DETECÇÃO DE SIFILIS,06,SIA,ATUA,4.1,4.1,4.1
0202031101,REAÇÃO DE MONTENEGRO ID,06,SIA,ATUA,2.83,2.83,2.83
0202031110,TESTE NÃO TREPONEMICO P/ DETECÇÃO DE SIFILIS,06,SIA,ATUA,2.83,2.83,2.83
0202031128,TESTE FTA-ABS IGG P/ DIAGNOSTICO DA SIFILIS,06,SIA,ATUA,10,10,10
0202031136,TESTE FTA-ABS IGM P/ DIAGNOSTICO DA SIFILIS,06,SIA,ATUA,10,10,10
0202031144,TESTES ALERGICOS DE CONTATO,06,SIA,ATUA,1.77,1.77,1.77
0202031152,TESTES CUTANEOS DE LEITURA IMEDIATA,06,SIA,ATUA,1.77,1.77,1.77
0202031160,TESTES RAPIDOS P/ DIAGNOSTICO DA SIFILIS,06,SIA,2012,10,10,10
0202031179,TESTE NÃO TREPONEMICO P/ DETECÇÃO DE SIFILIS EM GESTANTES,06,SIA,ATUA,2.83,2.83,2.83
0202031187,DOSAGEM DE ANTICORPOS ANTITRANSGLUTAMINAISE RECOMBINANTE HUMANO IGA,06,SIA,ATUA,18.55,18.55,18.55
0202031195,DOSAGEM DA FRAÇÃO C1Q DO COMPLEMENTO,06,SIA,ATUA,17.16,17.16,17.16
0202031209,DOSAGEM DE TROPONINA,06,SIA,ATUA,9,9,9
0202031217,DOSAGEM DO ANTÍGENO CA 125,06,SIA,ATUA,13.35,13.35,13.35
0202031225,EXAME LABORATORIAL PARA DOENÇA DE GAUCHER I,06,SIA,ATUA,80,80,80
0202031233,EXAME LABORATORIAL PARA DOENÇA DE GAUCHER II,06,SIA,ATUA,120,120,120
0202031241,GENOTIPAGEM DO HIV,07,NÃO,ATUA,0,0,0
0202031250,DETECÇÃO DE RNA DO HTLV-1,06,SIA,ATUA,65,65,65
0202031268,PESQUISA DE ANTICORPOS ANTICORPOS ANTI-HTLV-1 (WESTERN-BLOT),06,SIA,ATUA,85,85,85
0202031276,DOSAGEM DE ADENOSINA-DESAMINASE (ADA),06,SIA,ATUA,13.06,13.06,13.06
0202031284,ANTIBETA 2 GLICOPROTEINA I -IGG,04,SIA,ATUA,#NULL!,125,125
0202031292,DOSAGEM DE ANTI-BETA-2-GLICOPROTEÍNA I - IGM,04,SIA,ATUA,#NULL!,125,125
0202031306,DIAGNÓSTICO E REAVALIAÇÃO DE HEMOGLOBINÚRIA PAROXISTICA NOTURNA,04,SIA,ATUA,#NULL!,80,80
0202031314,DOSAGEM DE ANTICORPO ANTI-ACHR,04,SIA,ATUA,#NULL!,#NULL!,86.2
0202031357,,07,,,#NULL!,#NULL!,#NULL!
0202040011,DOSAGEM DE ESTERCOBILINOGENIO FECAL,06,SIA,ATUA,1.65,1.65,1.65
0202040020,DOSAGEM DE GORDURA FECAL,06,SIA,ATUA,3.04,3.04,3.04
0202040038,EXAME COPROLOGICO FUNCIONAL,06,SIA,ATUA,3.04,3.04,3.04
0202040046,IDENTIFICACAO DE FRAGMENTOS DE HELMINTOS,06,SIA,ATUA,1.65,1.65,1.65
0202040054,PESQUISA DE ENTEROBIUS VERMICULARES (OXIURUS OXIURA),06,SIA,ATUA,1.65,1.65,1.65
0202040062,PESQUISA DE EOSINOFILOS,06,SIA,ATUA,1.65,1.65,1.65
0202040070,PESQUISA DE GORDURA FECAL,06,SIA,ATUA,1.65,1.65,1.65
0202040089,PESQUISA DE LARVAS NAS FEZES,06,SIA,ATUA,1.65,1.65,1.65
0202040097,PESQUISA DE LEUCOCITOS NAS FEZES,06,SIA,ATUA,1.65,1.65,1.65
0202040100,PESQUISA DE LEVEDURAS NAS FEZES,06,SIA,ATUA,1.65,1.65,1.65
