codigo_procedimento_sigtap;codigo_sha;ds_sha_pt
202031004;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031012;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031020;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031039;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031047;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031055;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031063;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031071;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031080;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031098;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031101;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031110;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031128;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031136;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031144;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031152;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031160;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031179;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031187;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031195;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031209;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031217;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031225;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031233;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031241;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031250;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202031268;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202040011;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202040020;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202040038;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202040046;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202040054;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202040062;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202040070;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202040089;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202040097;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202040100;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202040119;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202040127;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202040135;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202040143;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202040151;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202040160;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202040178;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050017;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050025;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050033;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050041;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050050;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050068;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050076;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050084;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050092;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050106;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050114;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050122;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050130;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050149;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050157;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050165;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050173;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050181;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050190;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050203;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050211;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050220;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050238;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050246;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050254;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050262;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050270;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050289;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050297;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050300;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050319;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202050327;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060012;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060020;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060039;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060047;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060055;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060063;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060071;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060080;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060098;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060101;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060110;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060128;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060136;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060144;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060152;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060160;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060179;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060187;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060195;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060209;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060217;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060225;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060233;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060241;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060250;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060268;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060276;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060284;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060292;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060306;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060314;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060322;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060330;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060349;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060357;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060365;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060373;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060381;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060390;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060403;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060411;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060420;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060438;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060446;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060454;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060462;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202060470;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070018;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070026;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070034;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070042;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070050;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070069;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070077;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070085;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070093;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070107;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070115;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070123;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070131;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070140;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070158;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070166;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070174;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070182;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070190;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070204;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070212;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070220;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070239;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070247;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070255;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070263;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070271;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070280;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070298;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070301;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070310;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070328;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070336;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070344;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202070352;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080013;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080021;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080030;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080048;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080056;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080064;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080072;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080080;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080099;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080102;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080110;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080129;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080137;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080145;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080153;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080161;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080170;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080188;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080196;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080200;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080218;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080226;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080234;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202080242;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090019;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090027;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090035;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090043;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090051;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090060;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090078;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090086;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090094;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090108;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090116;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090124;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090132;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090140;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090159;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090167;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090175;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090183;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090191;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090213;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090221;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090230;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090248;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090256;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090264;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090272;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090280;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090299;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090302;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090310;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090329;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090337;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090345;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090353;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202090361;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202100014;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202100022;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202100030;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202100049;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202100057;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202100065;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202100073;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202100081;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202100090;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202100103;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202100111;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202100120;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202100138;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202100146;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202100154;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202100162;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202100170;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202100189;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202100197;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202110010;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202110028;HC.6.3 ;Programas para detecção precoce de doenças
202110036;HC.6.3 ;Programas para detecção precoce de doenças
202110044;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202110052;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202110060;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202110079;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202110087;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202110095;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202110109;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202110117;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
202110125;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
